"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Living Garden","Not Poured","Duskshade Camembert","-","46.97%","Carmine the Apothecary",2161
"Living Garden","Not Poured","Duskshade Camembert","-","34.89%","Shroom",2161
"Living Garden","Not Poured","Duskshade Camembert","-","18.14%","Camoflower",2161
"Living Garden","Not Poured","SB+","-","23.80%","Strawberry Hotcakes",1752
"Living Garden","Not Poured","SB+","-","22.09%","Thistle",1752
"Living Garden","Not Poured","SB+","-","17.35%","Bark",1752
"Living Garden","Not Poured","SB+","-","15.64%","Calalilly",1752
"Living Garden","Not Poured","SB+","-","13.58%","Shroom",1752
"Living Garden","Not Poured","SB+","-","7.53%","Camoflower",1752
"Living Garden","Not Poured","Gouda","-","26.74%","Thistle",9950
"Living Garden","Not Poured","Gouda","-","21.90%","Bark",9950
"Living Garden","Not Poured","Gouda","-","17.59%","Calalilly",9950
"Living Garden","Not Poured","Gouda","-","15.57%","Shroom",9950
"Living Garden","Not Poured","Gouda","-","10.37%","Strawberry Hotcakes",9950
"Living Garden","Not Poured","Gouda","-","7.83%","Camoflower",9950
"Living Garden","Not Poured","Brie","-","26.36%","Thistle",660
"Living Garden","Not Poured","Brie","-","20.91%","Bark",660
"Living Garden","Not Poured","Brie","-","18.94%","Calalilly",660
"Living Garden","Not Poured","Brie","-","15.30%","Shroom",660
"Living Garden","Not Poured","Brie","-","10.00%","Strawberry Hotcakes",660
"Living Garden","Not Poured","Brie","-","8.48%","Camoflower",660
"Living Garden","Poured","Duskshade Camembert","-","51.38%","Carmine the Apothecary",1236
"Living Garden","Poured","Duskshade Camembert","-","32.04%","Shroom",1236
"Living Garden","Poured","Duskshade Camembert","-","16.59%","Camoflower",1236
"Living Garden","Poured","SB+","-","21.77%","Thistle",1470
"Living Garden","Poured","SB+","-","19.93%","Strawberry Hotcakes",1470
"Living Garden","Poured","SB+","-","16.05%","Calalilly",1470
"Living Garden","Poured","SB+","-","15.44%","Bark",1470
"Living Garden","Poured","SB+","-","11.90%","Shroom",1470
"Living Garden","Poured","SB+","-","8.84%","Thirsty",1470
"Living Garden","Poured","SB+","-","6.05%","Camoflower",1470
"Living Garden","Poured","Gouda","-","24.05%","Thistle",6001
"Living Garden","Poured","Gouda","-","20.15%","Bark",6001
"Living Garden","Poured","Gouda","-","16.61%","Calalilly",6001
"Living Garden","Poured","Gouda","-","14.68%","Shroom",6001
"Living Garden","Poured","Gouda","-","9.68%","Thirsty",6001
"Living Garden","Poured","Gouda","-","8.13%","Strawberry Hotcakes",6001
"Living Garden","Poured","Gouda","-","6.70%","Camoflower",6001
"Living Garden","Poured","Brie","-","22.33%","Bark",412
"Living Garden","Poured","Brie","-","22.09%","Thistle",412
"Living Garden","Poured","Brie","-","17.72%","Calalilly",412
"Living Garden","Poured","Brie","-","15.53%","Shroom",412
"Living Garden","Poured","Brie","-","7.77%","Thirsty",412
"Living Garden","Poured","Brie","-","7.28%","Strawberry Hotcakes",412
"Living Garden","Poured","Brie","-","7.28%","Camoflower",412
